221.712,302.058,30,84.3
233.66,307.41,30,85.5
245.367,315.337,30,86.6
257.091,320.945,30,87.7
269.351,315.604,30,88.9
280.125,312.461,30,90
290.625,321.183,30,91.2
302.622,330.024,30,92.3
314.056,336.007,30,93.4
326.118,345.551,30,94.5
338.793,354.277,30,95.7
349.751,363.27,30,96.8
361.048,373.185,30,97.9
372.417,381.606,30,99.1
381.191,390.386,30,100.2
391.297,400.258,30,101.3
401.453,409.453,30,102.5
412.418,417.266,30,103.6
422.575,423.988,30,104.8
433.441,431.676,30,105.9
444.122,440.419,30,107
454.641,448.44,30,108.2
465.825,457.758,30,109.3
478.175,468.007,30,110.4
490.371,476.409,30,111.6
501.184,484,30,112.7
512.825,492.731,30,113.8
524.258,501.523,30,114.9
535.465,510.683,30,116.1
547.705,519.999,30,117.2
559.388,528.854,30,118.3
571.865,538.096,30,119.4
583.314,546.872,30,120.5
595.545,555.225,30,121.7
607.987,565.043,30,122.8
619.307,573.106,30,123.9
630.237,581.311,30,125.1
642.031,589.91,30,126.2
653.357,599.181,30,127.3
662.156,604.902,30,128.5
666.991,601.677,30,129.4
658.531,596.131,30,130.9
647.27,593.174,30,132
635.658,585.015,30,133.2
625.539,577.219,30,134.3
614.612,569.858,30,135.4
602.054,561.6,30,136.5
590.657,553.015,30,137.7
580.402,545.392,30,138.8
568.355,536.235,30,139.9
555.785,527.886,30,141
543.598,519.84,30,142.1
532.776,510.831,30,143.3
521.473,501.632,30,144.4
509.759,493.151,30,145.5
498.174,484.069,30,146.6
485.762,474.965,30,147.7
473.801,465.701,30,148.8
461.871,457.037,30,149.9
450.163,447.479,30,151
438.379,438.573,30,152.1
426.441,429.33,30,153.2
414.243,419.725,30,154.3
401.421,410.383,30,155.4
390.795,400.153,30,156.5
385.095,388.387,30,157.5
389.44,373.371,30,158.7
398.388,361.891,30,159.8
408.232,350.347,30,160.9
418.114,340.14,30,162
421.593,326.274,30,163.1
414.457,319.565,30,164.3
404.311,326.245,30,165.4
398.308,338.575,30,166.5
391.422,350.092,30,167.6
383.977,361.806,30,168.7
375.545,371.642,30,169.8
366.664,379.852,30,170.9
354.189,371.317,30,172
341.41,359.227,30,173.2
329.227,349.974,30,174.3
318.594,340.506,30,175.4
306.996,331.538,30,176.4
294.856,322.675,30,177.5
281.208,316.415,30,178.7
269.309,323.188,30,179.8
254.262,321.351,30,180.9
243.027,316.309,30,182
234.879,305.588,30,183.1
224.063,295.937,30,184.3
215.69,288.262,30,184.9
205.358,277.738,30,186.8
196.026,267.602,30,188
186.549,262.803,30,188.9
179.276,269.681,30,190.9
